"","fips","county","candidate","votes"
"10685","21111","Jefferson","ROMNEY",148423
"10701","21113","Jessamine","ROMNEY",14233
"10717","21115","Johnson","ROMNEY",7095
"10733","21117","Kenton","ROMNEY",41389
"10749","21119","Knott","ROMNEY",4130
"10765","21121","Knox","ROMNEY",8467
"10781","21123","Larue","ROMNEY",3911
"10797","21125","Laurel","ROMNEY",18151
"10813","21127","Lawrence","ROMNEY",3995
"10829","21129","Lee","ROMNEY",1977
"10845","21131","Leslie","ROMNEY",4439
"10861","21133","Letcher","ROMNEY",6811
"10877","21135","Lewis","ROMNEY",3326
"10893","21137","Lincoln","ROMNEY",6416
"10909","21139","Livingston","ROMNEY",3089
"10925","21141","Logan","ROMNEY",6899
"10941","21143","Lyon","ROMNEY",2412
"10957","21151","Madison","ROMNEY",21128
"10973","21153","Magoffin","ROMNEY",3391
"10989","21155","Marion","ROMNEY",3800
"11005","21157","Marshall","ROMNEY",10402
"11021","21159","Martin","ROMNEY",3180
"11037","21161","Mason","ROMNEY",4197
"11053","21145","McCracken","ROMNEY",19979
"11069","21147","McCreary","ROMNEY",4564
"11085","21149","McLean","ROMNEY",2705
"11101","21163","Meade","ROMNEY",6606
"11117","21165","Menifee","ROMNEY",1484
"11133","21167","Mercer","ROMNEY",6820
"11149","21169","Metcalfe","ROMNEY",2676
"11165","21171","Monroe","ROMNEY",3762
"11181","21173","Montgomery","ROMNEY",6398
"11197","21175","Morgan","ROMNEY",3021
"11213","21177","Muhlenberg","ROMNEY",7762
"11229","21179","Nelson","ROMNEY",10673
"11245","21181","Nicholas","ROMNEY",1583
"11261","21183","Ohio","ROMNEY",6470
"11277","21185","Oldham","ROMNEY",20179
"11293","21187","Owen","ROMNEY",2971
"11309","21189","Owsley","ROMNEY",1279
"11325","21191","Pendleton","ROMNEY",3556
"11341","21193","Perry","ROMNEY",8040
"11357","21195","Pike","ROMNEY",17590
"11373","21197","Powell","ROMNEY",2766
"11389","21199","Pulaski","ROMNEY",20714
"11405","21201","Robertson","ROMNEY",579
"11421","21203","Rockcastle","ROMNEY",5028
"11437","21205","Rowan","ROMNEY",4035
"11453","21207","Russell","ROMNEY",6346
"11469","21209","Scott","ROMNEY",12679
"11485","21211","Shelby","ROMNEY",11790
"11501","21213","Simpson","ROMNEY",4355
"11517","21215","Spencer","ROMNEY",5726
"11533","21217","Taylor","ROMNEY",7551
"11549","21219","Todd","ROMNEY",3247
"11565","21221","Trigg","ROMNEY",4520
"11581","21223","Trimble","ROMNEY",2133
"11597","21225","Union","ROMNEY",3955
"11613","21227","Warren","ROMNEY",26384
"11629","21229","Washington","ROMNEY",3495
"11645","21231","Wayne","ROMNEY",5289
"11661","21233","Webster","ROMNEY",3607
"11677","21235","Whitley","ROMNEY",10232
"11693","21237","Wolfe","ROMNEY",1542
"11709","21239","Woodford","ROMNEY",7219
"11729","22001","Acadia","Mitt Romney, Paul Ryan Republican",19931
"11740","22003","Allen","Mitt Romney, Paul Ryan Republican",6495
"11751","22005","Ascension","Mitt Romney, Paul Ryan Republican",33856
"11762","22007","Assumption","Mitt Romney, Paul Ryan Republican",6083
"11773","22009","Avoyelles","Mitt Romney, Paul Ryan Republican",10670
"11784","22011","Beauregard","Mitt Romney, Paul Ryan Republican",11112
"11795","22013","Bienville","Mitt Romney, Paul Ryan Republican",3641
"11806","22015","Bossier","Mitt Romney, Paul Ryan Republican",34988
"11817","22017","Caddo","Mitt Romney, Paul Ryan Republican",52459
"11828","22019","Calcasieu","Mitt Romney, Paul Ryan Republican",51850
"11839","22021","Caldwell","Mitt Romney, Paul Ryan Republican",3640
"11850","22023","Cameron","Mitt Romney, Paul Ryan Republican",3260
"11861","22025","Catahoula","Mitt Romney, Paul Ryan Republican",2744
"11872","22027","Claiborne","Mitt Romney, Paul Ryan Republican",3649
"11883","22029","Concordia","Mitt Romney, Paul Ryan Republican",5450
"11894","22031","De Soto","Mitt Romney, Paul Ryan Republican",7353
"11905","22033","East Baton Rouge","Mitt Romney, Paul Ryan Republican",92292
"11916","22035","East Carroll","Mitt Romney, Paul Ryan Republican",1508
"11927","22037","East Feliciana","Mitt Romney, Paul Ryan Republican",5397
"11938","22039","Evangeline","Mitt Romney, Paul Ryan Republican",10181
"11949","22041","Franklin","Mitt Romney, Paul Ryan Republican",6294
"11960","22043","Grant","Mitt Romney, Paul Ryan Republican",7082
"11971","22045","Iberia","Mitt Romney, Paul Ryan Republican",20892
"11982","22047","Iberville","Mitt Romney, Paul Ryan Republican",7271
"11993","22049","Jackson","Mitt Romney, Paul Ryan Republican",5132
"12004","22051","Jefferson","Mitt Romney, Paul Ryan Republican",102536
"12015","22053","Jefferson Davis","Mitt Romney, Paul Ryan Republican",10014
"12026","22055","Lafayette","Mitt Romney, Paul Ryan Republican",64992
"12037","22057","Lafourche","Mitt Romney, Paul Ryan Republican",28592
"12048","22059","La Salle","Mitt Romney, Paul Ryan Republican",5726
"12059","22061","Lincoln","Mitt Romney, Paul Ryan Republican",10739
"12070","22063","Livingston","Mitt Romney, Paul Ryan Republican",45513
"12081","22065","Madison","Mitt Romney, Paul Ryan Republican",2000
"12092","22067","Morehouse","Mitt Romney, Paul Ryan Republican",6591
"12103","22069","Natchitoches","Mitt Romney, Paul Ryan Republican",9077
"12114","22071","Orleans","Mitt Romney, Paul Ryan Republican",28003
"12125","22073","Ouachita","Mitt Romney, Paul Ryan Republican",40948
"12136","22075","Plaquemines","Mitt Romney, Paul Ryan Republican",6471
"12147","22077","Pointe Coupee","Mitt Romney, Paul Ryan Republican",6548
"12158","22079","Rapides","Mitt Romney, Paul Ryan Republican",37193
"12169","22081","Red River","Mitt Romney, Paul Ryan Republican",2483
"12180","22083","Richland","Mitt Romney, Paul Ryan Republican",5846
"12191","22085","Sabine","Mitt Romney, Paul Ryan Republican",7738
"12202","22087","St. Bernard","Mitt Romney, Paul Ryan Republican",8501
"12213","22089","St. Charles","Mitt Romney, Paul Ryan Republican",15937
"12224","22091","St. Helena","Mitt Romney, Paul Ryan Republican",2529
"12235","22093","St. James","Mitt Romney, Paul Ryan Republican",5209
"12246","22095","St. John The Baptist","Mitt Romney, Paul Ryan Republican",7620
"12257","22097","St. Landry","Mitt Romney, Paul Ryan Republican",21475
"12268","22099","St. Martin","Mitt Romney, Paul Ryan Republican",15653
"12279","22101","St. Mary","Mitt Romney, Paul Ryan Republican",13885
"12290","22103","St. Tammany","Mitt Romney, Paul Ryan Republican",84723
"12301","22105","Tangipahoa","Mitt Romney, Paul Ryan Republican",31590
"12312","22107","Tensas","Mitt Romney, Paul Ryan Republican",1230
"12323","22109","Terrebonne","Mitt Romney, Paul Ryan Republican",29503
"12334","22111","Union","Mitt Romney, Paul Ryan Republican",7561
"12345","22113","Vermilion","Mitt Romney, Paul Ryan Republican",18910
"12356","22115","Vernon","Mitt Romney, Paul Ryan Republican",12150
"12367","22117","Washington","Mitt Romney, Paul Ryan Republican",11798
"12378","22119","Webster","Mitt Romney, Paul Ryan Republican",11400
"12389","22121","West Baton Rouge","Mitt Romney, Paul Ryan Republican",6922
"12400","22123","West Carroll","Mitt Romney, Paul Ryan Republican",3628
"12411","22125","West Feliciana","Mitt Romney, Paul Ryan Republican",3257
"12422","22127","Winn","Mitt Romney, Paul Ryan Republican",4541
"12432","25023","Plymouth","Romney/ Ryan",121086
"12437","25017","Middlesex","Romney/ Ryan",267321
"12442","25005","Bristol","Romney/ Ryan",93752
"12447","25003","Berkshire","Romney/ Ryan",14252
"12452","25013","Hampden","Romney/ Ryan",73392
"12457","25009","Essex","Romney/ Ryan",150480
"12462","25015","Hampshire","Romney/ Ryan",21480
"12467","25007","Dukes","Romney/ Ryan",2792
"12472","25027","Worcester","Romney/ Ryan",163390
"12477","25011","Franklin","Romney/ Ryan",9344
"12482","25021","Norfolk","Romney/ Ryan",148393
"12487","25001","Barnstable","Romney/ Ryan",60446
"12492","25025","Suffolk","Romney/ Ryan",59999
"12497","25019","Nantucket","Romney/ Ryan",2187
"12532","24510","Baltimore City","Romney/ Ryan",28171
"12569","24001","Allegany","Romney/ Ryan",19230
"12606","24003","Anne Arundel","Romney/ Ryan",126832
"12643","24005","Baltimore","Romney/ Ryan",154908
"12680","24009","Calvert","Romney/ Ryan",23952
"12717","24011","Caroline","Romney/ Ryan",8098
"12754","24013","Carroll","Romney/ Ryan",56761
"12791","24015","Cecil","Romney/ Ryan",24806
"12828","24017","Charles","Romney/ Ryan",25178
"12865","24019","Dorchester","Romney/ Ryan",7976
"12902","24021","Frederick","Romney/ Ryan",58798
"12939","24023","Garrett","Romney/ Ryan",9743
"12976","24025","Harford","Romney/ Ryan",72911
"13013","24027","Howard","Romney/ Ryan",57758
"13050","24029","Kent","Romney/ Ryan",4870
"13087","24031","Montgomery","Romney/ Ryan",123353
"13124","24033","Prince George's","Romney/ Ryan",35734
"13161","24035","Queen Anne's","Romney/ Ryan",15823
"13198","24037","St. Mary's","Romney/ Ryan",26797
"13235","24039","Somerset","Romney/ Ryan",5042
"13272","24041","Talbot","Romney/ Ryan",11339
"13309","24043","Washington","Romney/ Ryan",36074
"13346","24045","Wicomico","Romney/ Ryan",21764
"13383","24047","Worcester","Romney/ Ryan",15951
"13393","23001","Androscoggin","Romney, Mitt",22232
"13401","23003","Aroostook","Romney, Mitt",15196
"13409","23005","Cumberland","Romney, Mitt",57821
"13417","23007","Franklin","Romney, Mitt",6369
"13425","23009","Hancock","Romney, Mitt",12324
"13433","23011","Kennebec","Romney, Mitt",26519
"13441","23013","Knox","Romney, Mitt",8248
"13449","23015","Lincoln","Romney, Mitt",8899
"13457","23017","Oxford","Romney, Mitt",11996
"13465","23019","Penobscot","Romney, Mitt",36547
"13473","23021","Piscataquis","Romney, Mitt",4530
"13481","23023","Sagadahoc","Romney, Mitt",8429
"13489","23025","Somerset","Romney, Mitt",11800
"13497","23027","Waldo","Romney, Mitt",9058
"13505","23029","Washington","Romney, Mitt",7550
"13513","23031","York","Romney, Mitt",43900
"13521","","STATE UOCAVA","Romney, Mitt",858
"13534","26001","ALCONA","Romney",3571
"13543","26003","ALGER","Romney",2330
"13552","26005","ALLEGAN","Romney",31123
"13561","26007","ALPENA","Romney",7298
"13570","26009","ANTRIM","Romney",7917
"13579","26011","ARENAC","Romney",4057
"13588","26013","BARAGA","Romney",1866
"13597","26015","BARRY","Romney",16655
"13606","26017","BAY","Romney",24911
"13615","26019","BENZIE","Romney",5075
"13624","26021","BERRIEN","Romney",38209
"13633","26023","BRANCH","Romney",10035
"13642","26025","CALHOUN","Romney",28333
"13651","26027","CASS","Romney",12659
"13660","26029","CHARLEVOIX","Romney",8000
"13669","26031","CHEBOYGAN","Romney",7286
"13678","26033","CHIPPEWA","Romney",8278
"13687","26035","CLARE","Romney",6988
"13696","26037","CLINTON","Romney",20650
"13705","26039","CRAWFORD","Romney",3744
"13714","26041","DELTA","Romney",9534
"13723","26043","DICKINSON","Romney",7688
"13732","26045","EATON","Romney",26197
"13741","26047","EMMET","Romney",10253
"13750","26055","GRAND TRAVERSE","Romney",26534
"13759","26049","GENESEE","Romney",71808
"13768","26051","GLADWIN","Romney",6661
"13777","26053","GOGEBIC","Romney",3444
"13786","26057","GRATIOT","Romney",8241
"13795","26059","HILLSDALE","Romney",11727
"13804","26061","HOUGHTON","Romney",8196
"13813","26063","HURON","Romney",8806
"13822","26065","INGHAM","Romney",45306
"13831","26067","IONIA","Romney",14315
"13840","26069","IOSCO","Romney",6909
"13849","26071","IRON","Romney",3224
"13858","26073","ISABELLA","Romney",10800
"13867","26075","JACKSON","Romney",36298
"13876","26077","KALAMAZOO","Romney",52662
"13885","26079","KALKASKA","Romney",4901
"13894","26081","KENT","Romney",155925
"13903","26083","KEWEENAW","Romney",774
"13912","26085","LAKE","Romney",2487
"13921","26087","LAPEER","Romney",23734
"13930","26089","LEELANAU","Romney",7483
"13939","26091","LENAWEE","Romney",22351
"13948","26093","LIVINGSTON","Romney",60083
"13957","26095","LUCE","Romney",1580
"13966","26097","MACKINAC","Romney",3397
"13975","26099","MACOMB","Romney",191913
"13984","26101","MANISTEE","Romney",5737
"13993","26103","MARQUETTE","Romney",13606
"14002","26105","MASON","Romney",7580
"14011","26107","MECOSTA","Romney",9176
"14020","26109","MENOMINEE","Romney",5564
"14029","26111","MIDLAND","Romney",23919
"14038","26113","MISSAUKEE","Romney",4665
"14047","26115","MONROE","Romney",35593
"14056","26117","MONTCALM","Romney",13621
"14065","26119","MONTMORENCY","Romney",2928
"14074","26121","MUSKEGON","Romney",30884
"14083","26123","NEWAYGO","Romney",12457
"14092","26125","OAKLAND","Romney",296514
"14101","26127","OCEANA","Romney",6239
"14110","26129","OGEMAW","Romney",5437
"14119","26131","ONTONAGON","Romney",1906
"14128","26133","OSCEOLA","Romney",6141
"14137","26135","OSCODA","Romney",2308
"14146","26137","OTSEGO","Romney",7011
"14155","26139","OTTAWA","Romney",88166
"14164","26141","PRESQUE ISLE","Romney",3794
"14173","26143","ROSCOMMON","Romney",6701
"14182","26145","SAGINAW","Romney",42720
"14191","26151","SANILAC","Romney",10963
"14200","26153","SCHOOLCRAFT","Romney",2142
"14209","26155","SHIAWASSEE","Romney",15962
"14218","26147","ST. CLAIR","Romney",39271
"14227","26149","ST. JOSEPH","Romney",12978
"14236","26157","TUSCOLA","Romney",14240
"14245","26159","VAN BUREN","Romney",16141
"14254","26161","WASHTENAW","Romney",56412
"14263","26163","WAYNE","Romney",213814
"14272","26165","WEXFORD","Romney",8450
"14276","27001","Aitkin","MITT ROMNEY AND PAUL RYAN",4533
"14287","27003","Anoka","MITT ROMNEY AND PAUL RYAN",93430
"14298","27005","Becker","MITT ROMNEY AND PAUL RYAN",9204
"14309","27007","Beltrami","MITT ROMNEY AND PAUL RYAN",9637
"14320","27009","Benton","MITT ROMNEY AND PAUL RYAN",10849
"14331","27011","Big Stone","MITT ROMNEY AND PAUL RYAN",1385
"14342","27013","Blue Earth","MITT ROMNEY AND PAUL RYAN",14916
"14353","27015","Brown","MITT ROMNEY AND PAUL RYAN",7938
"14364","27017","Carlton","MITT ROMNEY AND PAUL RYAN",6586
"14375","27019","Carver","MITT ROMNEY AND PAUL RYAN",31155
"14386","27021","Cass","MITT ROMNEY AND PAUL RYAN",8957
"14397","27023","Chippewa","MITT ROMNEY AND PAUL RYAN",2967
"14408","27025","Chisago","MITT ROMNEY AND PAUL RYAN",16227
"14419","27027","Clay","MITT ROMNEY AND PAUL RYAN",12920
"14430","27029","Clearwater","MITT ROMNEY AND PAUL RYAN",2359
"14441","27031","Cook","MITT ROMNEY AND PAUL RYAN",1221
"14452","27033","Cottonwood","MITT ROMNEY AND PAUL RYAN",3316
"14463","27035","Crow Wing","MITT ROMNEY AND PAUL RYAN",19415
"14474","27037","Dakota","MITT ROMNEY AND PAUL RYAN",109516
"14485","27039","Dodge","MITT ROMNEY AND PAUL RYAN",5522
"14496","27041","Douglas","MITT ROMNEY AND PAUL RYAN",11884
"14507","27043","Faribault","MITT ROMNEY AND PAUL RYAN",4104
"14518","27045","Fillmore","MITT ROMNEY AND PAUL RYAN",4913
"14529","27047","Freeborn","MITT ROMNEY AND PAUL RYAN",6969
"14540","27049","Goodhue","MITT ROMNEY AND PAUL RYAN",12986
"14551","27051","Grant","MITT ROMNEY AND PAUL RYAN",1748
"14562","27053","Hennepin","MITT ROMNEY AND PAUL RYAN",240073
"14573","27055","Houston","MITT ROMNEY AND PAUL RYAN",4951
"14584","27057","Hubbard","MITT ROMNEY AND PAUL RYAN",6622
"14595","27059","Isanti","MITT ROMNEY AND PAUL RYAN",11675
"14606","27061","Itasca","MITT ROMNEY AND PAUL RYAN",10501
"14617","27063","Jackson","MITT ROMNEY AND PAUL RYAN",3044
"14628","27065","Kanabec","MITT ROMNEY AND PAUL RYAN",4328
"14639","27067","Kandiyohi","MITT ROMNEY AND PAUL RYAN",11240
"14650","27069","Kittson","MITT ROMNEY AND PAUL RYAN",1095
"14661","27071","Koochiching","MITT ROMNEY AND PAUL RYAN",2841
"14672","27073","Lac Qui Parle","MITT ROMNEY AND PAUL RYAN",1938
"14683","27075","Lake","MITT ROMNEY AND PAUL RYAN",2610
"14694","27077","Lake Of The Woods","MITT ROMNEY AND PAUL RYAN",1306
"14705","27079","Le Sueur","MITT ROMNEY AND PAUL RYAN",7715
"14716","27081","Lincoln","MITT ROMNEY AND PAUL RYAN",1595
"14727","27083","Lyon","MITT ROMNEY AND PAUL RYAN",6594
"14738","27085","Mcleod","MITT ROMNEY AND PAUL RYAN",11069
"14749","27087","Mahnomen","MITT ROMNEY AND PAUL RYAN",871
"14760","27089","Marshall","MITT ROMNEY AND PAUL RYAN",2569
"14771","27091","Martin","MITT ROMNEY AND PAUL RYAN",6657
"14782","27093","Meeker","MITT ROMNEY AND PAUL RYAN",6913
"14793","27095","Mille Lacs","MITT ROMNEY AND PAUL RYAN",6951
"14804","27097","Morrison","MITT ROMNEY AND PAUL RYAN",10159
"14815","27099","Mower","MITT ROMNEY AND PAUL RYAN",6938
"14826","27101","Murray","MITT ROMNEY AND PAUL RYAN",2504
"14837","27103","Nicollet","MITT ROMNEY AND PAUL RYAN",8214
"14848","27105","Nobles","MITT ROMNEY AND PAUL RYAN",4581
"14859","27107","Norman","MITT ROMNEY AND PAUL RYAN",1384
"14870","27109","Olmsted","MITT ROMNEY AND PAUL RYAN",36832
"14881","27111","Otter Tail","MITT ROMNEY AND PAUL RYAN",18860
"14892","27113","Pennington","MITT ROMNEY AND PAUL RYAN",3305
"14903","27115","Pine","MITT ROMNEY AND PAUL RYAN",6845
"14914","27117","Pipestone","MITT ROMNEY AND PAUL RYAN",2826
"14925","27119","Polk","MITT ROMNEY AND PAUL RYAN",7615
"14936","27121","Pope","MITT ROMNEY AND PAUL RYAN",3142
"14947","27123","Ramsey","MITT ROMNEY AND PAUL RYAN",86800
"14958","27125","Red Lake","MITT ROMNEY AND PAUL RYAN",978
"14969","27127","Redwood","MITT ROMNEY AND PAUL RYAN",4570
"14980","27129","Renville","MITT ROMNEY AND PAUL RYAN",4149
"14991","27131","Rice","MITT ROMNEY AND PAUL RYAN",14384
"15002","27133","Rock","MITT ROMNEY AND PAUL RYAN",2810
"15013","27135","Roseau","MITT ROMNEY AND PAUL RYAN",4409
"15024","27137","St. Louis","MITT ROMNEY AND PAUL RYAN",39131
"15035","27139","Scott","MITT ROMNEY AND PAUL RYAN",40323
"15046","27141","Sherburne","MITT ROMNEY AND PAUL RYAN",27848
"15057","27143","Sibley","MITT ROMNEY AND PAUL RYAN",4693
"15068","27145","Stearns","MITT ROMNEY AND PAUL RYAN",43015
"15079","27147","Steele","MITT ROMNEY AND PAUL RYAN",9903
"15090","27149","Stevens","MITT ROMNEY AND PAUL RYAN",2766
"15101","27151","Swift","MITT ROMNEY AND PAUL RYAN",2248
"15112","27153","Todd","MITT ROMNEY AND PAUL RYAN",6719
"15123","27155","Traverse","MITT ROMNEY AND PAUL RYAN",861
"15134","27157","Wabasha","MITT ROMNEY AND PAUL RYAN",6049
"15145","27159","Wadena","MITT ROMNEY AND PAUL RYAN",4143
"15156","27161","Waseca","MITT ROMNEY AND PAUL RYAN",5116
"15167","27163","Washington","MITT ROMNEY AND PAUL RYAN",69137
"15178","27165","Watonwan","MITT ROMNEY AND PAUL RYAN",2517
"15189","27167","Wilkin","MITT ROMNEY AND PAUL RYAN",1884
"15200","27169","Winona","MITT ROMNEY AND PAUL RYAN",11480
"15211","27171","Wright","MITT ROMNEY AND PAUL RYAN",40466
"15222","27173","Yellow Medicine","MITT ROMNEY AND PAUL RYAN",2806
"15236","29001","Adair","Mitt Romney",5651
"15240","29003","Andrew","Mitt Romney",5457
"15244","29005","Atchison","Mitt Romney",1902
"15248","29007","Audrain","Mitt Romney",6186
"15252","29009","Barry","Mitt Romney",9832
"15256","29011","Barton","Mitt Romney",4418
"15260","29013","Bates","Mitt Romney",5020
"15264","29015","Benton","Mitt Romney",6069
"15268","29017","Bollinger","Mitt Romney",4095
"15272","29019","Boone","Mitt Romney",37404
"15276","29021","Buchanan","Mitt Romney",18660
"15280","29023","Butler","Mitt Romney",12248
"15284","29025","Caldwell","Mitt Romney",2721
"15288","29027","Callaway","Mitt Romney",11745
"15292","29029","Camden","Mitt Romney",15092
"15296","29031","Cape Girardeau","Mitt Romney",25370
"15300","29033","Carroll","Mitt Romney",3072
"15304","29035","Carter","Mitt Romney",1978
"15308","29037","Cass","Mitt Romney",30912
"15312","29039","Cedar","Mitt Romney",4376
"15316","29041","Chariton","Mitt Romney",2402
"15320","29043","Christian","Mitt Romney",27473
"15324","29045","Clark","Mitt Romney",1730
"15328","29047","Clay","Mitt Romney",56191
"15332","29049","Clinton","Mitt Romney",5931
"15336","29051","Cole","Mitt Romney",24490
"15340","29053","Cooper","Mitt Romney",4887
"15344","29055","Crawford","Mitt Romney",6434
"15348","29057","Dade","Mitt Romney",2895
"15352","29059","Dallas","Mitt Romney",4992
"15356","29061","Daviess","Mitt Romney",2290
"15360","29063","De Kalb","Mitt Romney",3056
"15364","29065","Dent","Mitt Romney",4883
"15368","29067","Douglas","Mitt Romney",4649
"15372","29069","Dunklin","Mitt Romney",6850
"15376","29071","Franklin","Mitt Romney",29396
"15380","29073","Gasconade","Mitt Romney",4895
"15384","29075","Gentry","Mitt Romney",1988
"15388","29077","Greene","Mitt Romney",76900
"15392","29079","Grundy","Mitt Romney",3030
"15396","29081","Harrison","Mitt Romney",2624
"15400","29083","Henry","Mitt Romney",6229
"15404","29085","Hickory","Mitt Romney",2835
"15408","29087","Holt","Mitt Romney",1725
"15412","29089","Howard","Mitt Romney",3017
"15416","29091","Howell","Mitt Romney",11544
"15420","29093","Iron","Mitt Romney",2252
"15424","29095","Jackson","Mitt Romney",122708
"15428","29097","Jasper","Mitt Romney",31349
"15432","29099","Jefferson","Mitt Romney",53978
"15436","29101","Johnson","Mitt Romney",12763
"15440","29103","Knox","Mitt Romney",1205
"15444","29105","Laclede","Mitt Romney",10934
"15448","29107","Lafayette","Mitt Romney",9803
"15452","29109","Lawrence","Mitt Romney",11421
"15456","29111","Lewis","Mitt Romney",2677
"15460","29113","Lincoln","Mitt Romney",14332
"15464","29115","Linn","Mitt Romney",3344
"15468","29117","Livingston","Mitt Romney",4006
"15472","29119","McDonald","Mitt Romney",5694
"15476","29121","Macon","Mitt Romney",4701
"15480","29123","Madison","Mitt Romney",3227
"15484","29125","Maries","Mitt Romney",3165
"15488","29127","Marion","Mitt Romney",7923
"15492","29129","Mercer","Mitt Romney",1255
"15496","29131","Miller","Mitt Romney",8099
"15500","29133","Mississippi","Mitt Romney",2997
"15504","29135","Moniteau","Mitt Romney",4704
"15508","29137","Monroe","Mitt Romney",2564
"15512","29139","Montgomery","Mitt Romney",3490
"15516","29141","Morgan","Mitt Romney",5733
"15520","29143","New Madrid","Mitt Romney",4284
"15524","29145","Newton","Mitt Romney",18181
"15528","29147","Nodaway","Mitt Romney",5593
"15532","29149","Oregon","Mitt Romney",2886
"15536","29151","Osage","Mitt Romney",5329
"15540","29153","Ozark","Mitt Romney",3080
"15544","29155","Pemiscot","Mitt Romney",3598
"15548","29157","Perry","Mitt Romney",5669
"15552","29159","Pettis","Mitt Romney",10842
"15556","29161","Phelps","Mitt Romney",11895
"15560","29163","Pike","Mitt Romney",4577
"15564","29165","Platte","Mitt Romney",25618
"15568","29167","Polk","Mitt Romney",9252
"15572","29169","Pulaski","Mitt Romney",9092
"15576","29171","Putnam","Mitt Romney",1673
"15580","29173","Ralls","Mitt Romney",3231
"15584","29175","Randolph","Mitt Romney",6667
"15588","29177","Ray","Mitt Romney",5815
"15592","29179","Reynolds","Mitt Romney",1931
"15596","29181","Ripley","Mitt Romney",3743
"15600","29183","St. Charles","Mitt Romney",110784
"15604","29185","St. Clair","Mitt Romney",3019
"15608","29186","Ste. Genevieve","Mitt Romney",4055
"15612","29187","St. Francois","Mitt Romney",13248
"15616","29189","St. Louis County","Mitt Romney",224742
"15620","29195","Saline","Mitt Romney",5104
"15624","29197","Schuyler","Mitt Romney",1174
"15628","29199","Scotland","Mitt Romney",1246
"15632","29201","Scott","Mitt Romney",11623
"15636","29203","Shannon","Mitt Romney",2262
"15640","29205","Shelby","Mitt Romney",2188
"15644","29207","Stoddard","Mitt Romney",9496
"15648","29209","Stone","Mitt Romney",11787
"15652","29211","Sullivan","Mitt Romney",1610
"15656","29213","Taney","Mitt Romney",15746
"15660","29215","Texas","Mitt Romney",7618
"15664","29217","Vernon","Mitt Romney",5758
"15668","29219","Warren","Mitt Romney",9150
"15672","29221","Washington","Mitt Romney",5071
"15676","29223","Wayne","Mitt Romney",3790
"15680","29225","Webster","Mitt Romney",10708
"15684","29227","Worth","Mitt Romney",664
"15688","29229","Wright","Mitt Romney",5830
"15692","29510","St. Louis City","Mitt Romney",22943
"15696","28001","Adams","Mitt Romney for President and Paul Ryan for Vice President, Republican",6293
"15702","28003","Alcorn","Mitt Romney for President and Paul Ryan for Vice President, Republican",11111
"15708","28005","Amite","Mitt Romney for President and Paul Ryan for Vice President, Republican",4414
"15714","28007","Attala","Mitt Romney for President and Paul Ryan for Vice President, Republican",5126
"15720","28009","Benton","Mitt Romney for President and Paul Ryan for Vice President, Republican",2041
"15726","28011","Bolivar","Mitt Romney for President and Paul Ryan for Vice President, Republican",4701
"15732","28013","Calhoun","Mitt Romney for President and Paul Ryan for Vice President, Republican",4412
"15738","28015","Carroll","Mitt Romney for President and Paul Ryan for Vice President, Republican",3960
"15744","28017","Chickasaw","Mitt Romney for President and Paul Ryan for Vice President, Republican",3994
"15750","28019","Choctaw","Mitt Romney for President and Paul Ryan for Vice President, Republican",2812
"15756","28021","Claiborne","Mitt Romney for President and Paul Ryan for Vice President, Republican",625
"15762","28023","Clarke","Mitt Romney for President and Paul Ryan for Vice President, Republican",5049
"15768","28025","Clay","Mitt Romney for President and Paul Ryan for Vice President, Republican",4291
"15774","28027","Coahoma","Mitt Romney for President and Paul Ryan for Vice President, Republican",2712
"15780","28029","Copiah","Mitt Romney for President and Paul Ryan for Vice President, Republican",6282
"15786","28031","Covington","Mitt Romney for President and Paul Ryan for Vice President, Republican",5405
"15792","28033","Desoto","Mitt Romney for President and Paul Ryan for Vice President, Republican",43559
"15798","28035","Forrest","Mitt Romney for President and Paul Ryan for Vice President, Republican",16574
"15804","28037","Franklin","Mitt Romney for President and Paul Ryan for Vice President, Republican",2735
"15810","28039","George","Mitt Romney for President and Paul Ryan for Vice President, Republican",8376
"15816","28041","Greene","Mitt Romney for President and Paul Ryan for Vice President, Republican",4531
"15822","28043","Grenada","Mitt Romney for President and Paul Ryan for Vice President, Republican",5986
"15828","28045","Hancock","Mitt Romney for President and Paul Ryan for Vice President, Republican",12964
"15834","28047","Harrison","Mitt Romney for President and Paul Ryan for Vice President, Republican",39470
"15840","28049","Hinds","Mitt Romney for President and Paul Ryan for Vice President, Republican",29664
"15846","28051","Holmes","Mitt Romney for President and Paul Ryan for Vice President, Republican",1435
"15852","28053","Humphreys","Mitt Romney for President and Paul Ryan for Vice President, Republican",1293
"15858","28055","Issaquena","Mitt Romney for President and Paul Ryan for Vice President, Republican",302
"15864","28057","Itawamba","Mitt Romney for President and Paul Ryan for Vice President, Republican",7393
"15870","28059","Jackson","Mitt Romney for President and Paul Ryan for Vice President, Republican",35747
"15876","28061","Jasper","Mitt Romney for President and Paul Ryan for Vice President, Republican",4193
"15882","28065","Jefferson Davis","Mitt Romney for President and Paul Ryan for Vice President, Republican",2507
"15888","28063","Jefferson","Mitt Romney for President and Paul Ryan for Vice President, Republican",468
"15894","28067","Jones","Mitt Romney for President and Paul Ryan for Vice President, Republican",20687
"15900","28069","Kemper","Mitt Romney for President and Paul Ryan for Vice President, Republican",1789
