"","fips","county","candidate","votes"
"26808","54055","Mercer","MITT ROMNEY",15450
"26813","54057","Mineral","MITT ROMNEY",7833
"26818","54059","Mingo","MITT ROMNEY",6191
"26823","54061","Monongalia","MITT ROMNEY",16831
"26828","54063","Monroe","MITT ROMNEY",3616
"26833","54065","Morgan","MITT ROMNEY",4513
"26838","54067","Nicholas","MITT ROMNEY",5898
"26843","54069","Ohio","MITT ROMNEY",10768
"26848","54071","Pendleton","MITT ROMNEY",2095
"26853","54073","Pleasants","MITT ROMNEY",1825
"26858","54075","Pocahontas","MITT ROMNEY",2182
"26863","54077","Preston","MITT ROMNEY",7889
"26868","54079","Putnam","MITT ROMNEY",16032
"26873","54081","Raleigh","MITT ROMNEY",20614
"26878","54083","Randolph","MITT ROMNEY",6160
"26883","54085","Ritchie","MITT ROMNEY",2921
"26888","54087","Roane","MITT ROMNEY",2982
"26893","54089","Summers","MITT ROMNEY",2981
"26898","54091","Taylor","MITT ROMNEY",3840
"26903","54093","Tucker","MITT ROMNEY",2176
"26908","54095","Tyler","MITT ROMNEY",2314
"26913","54097","Upshur","MITT ROMNEY",5939
"26918","54099","Wayne","MITT ROMNEY",8688
"26923","54101","Webster","MITT ROMNEY",1710
"26928","54103","Wetzel","MITT ROMNEY",3473
"26933","54105","Wirt","MITT ROMNEY",1427
"26938","54107","Wood","MITT ROMNEY",22183
"26943","54109","Wyoming","MITT ROMNEY",5769
"26946","56001","Albany","Romney",7866
"26951","56003","Big Horn","Romney",4285
"26956","56005","Campbell","Romney",14953
"26961","56007","Carbon","Romney",4148
"26966","56009","Converse","Romney",5043
"26971","56011","Crook","Romney",3109
"26976","56013","Fremont","Romney",11075
"26981","56015","Goshen","Romney",4178
"26986","56017","Hot Springs","Romney",1895
"26991","56019","Johnson","Romney",3363
"26996","56021","Laramie","Romney",23904
"27001","56023","Lincoln","Romney",7144
"27006","56025","Natrona","Romney",22132
"27011","56027","Niobrara","Romney",1022
"27016","56029","Park","Romney",11234
"27021","56031","Platte","Romney",3136
"27026","56033","Sheridan","Romney",10267
"27031","56035","Sublette","Romney",3472
"27036","56037","Sweetwater","Romney",11428
"27041","56039","Teton","Romney",4858
"27046","56041","Uinta","Romney",6615
"27051","56043","Washakie","Romney",3014
"27056","56045","Weston","Romney",2821
